 08 F9290B5E0120FF3F  
098 08 CD1500000000207F  
1E1 08 E50400DB0400803F  
077 08 E606B80BD007D407  
2CF 08 0200BEFF0CE2F2ED  
02F 08 8B2A0B5E0020FF3F  
096 08 27AB811680300000  
0A1 08 6CA6000000000000  
46B 08 00083C28004E4C84  
02F 08 7A2B0B5E0020FF3F  
098 08 CF1600000000207F  
087 08 6407000000001038  
077 08 6607B80BD007D407  
02F 08 1A2C0B5E0020FF3F  
339 08 33009200C8000000  
307 08 1F0000000F020000  
0A3 08 4AA7000000000000  
22B 08 460E000000000000  
098 08 761700000000207F  
094 08 4FFE80142A838704  
087 08 1008000000001038  
077 08 2708B80BD007D407  
02F 08 D72E0B5E0020FF3F  
096 08 2AAF811680300000  
0A1 08 38A8000000000000  
0A3 08 38A8000000000000  
147 08 08003CFF004DF802  
098 08 9A1800000000207F  
094 08 8B0081142A838704  
03D 08 370B00000000FFFF  
122 08 76BF030A7E000040  
02F 08 C3200B5E0020FF3F  
096 08 27A1811C80300000  
0A1 08 3CA9000000000000  
0A3 08 79A9000000000000  
02F 08 D4210B5E0020FF3F  
098 08 C51900000000207F  
087 08 8F0A000000001038  
077 08 6A0AB80BD007D407  
1E9 08 000000007DFC0006  
02F 08 9D220B5E0020FF3F  
3E8 08 FF08000001F87F00  
0A3 08 6EAA000000000000  
401 08 2F1637F3FF330300  
1F3 08 00FF000E00F000FF  
098 08 C71A00000000207F  
087 08 570B000000001038  
077 08 080BB80BD007D407  
02F 08 0C240B5E0020FF3F  
096 08 CDA5811680300000  
0A1 08 D1AB000000000000  
0A3 08 81AB000000000000  
137 08 E4FF279A01000000  
098 08 7E1B00000000207F  
094 08 050681142A838704  
0B3 08 8F3C000000070058  
077 08 010CB80BD007D407  
02F 08 C1260B5E0020FF3F  
339 08 33009200C8000000  
0A1 08 37AC000000000000  
0A3 08 7FAC000000000000  
02F 08 D6270B5E0020FF3F  
098 08 C31C00000000207F  
094 08 A90881142A838704  
34B 02 0000              
192 08 FFFF000000000000  
02F 08 01280B5E0020FF3F  
096 08 5CA9811680300000  
0A1 08 1CAD000000000000  
0A3 08 46AD000000000000  
02F 08 54290B5E0020FF3F  
098 08 F71D00000000207F  
087 08 9E0E000000001038  
122 08 76BF030A7E000040  
02F 08 8B2A0B5E0020FF3F  
096 08 A4AB811180300000  
1EE 08 00001F0000CCFF00  
0A3 08 F4AE000000000000  
02F 08 7A2B0B5E0020FF3F  
098 08 861E00000000207F  
14B 08 050062A08F1D0000  
087 08 5A0F000000001038  
077 08 970FB80BD007D407  
02F 08 1A2C0B5E0020FF3F  
096 08 CAAD811180300000  
0A1 08 89AF000000000000  
0A3 08 7DAF000000000000  
401 08 2FE538F3FF330300  
098 08 4C1F00000000207F  
1E1 08 230600C30600803F  
03D 08 3E0200000000FFFF  
071 08 0139384B50303639  
02F 08 D72E0B5E0020FF3F  
096 08 A9AF811180300000  
0A1 08 E7A0000000000000  
46B 08 00083C28004E4C84  
02F 08 262F0B5E0020FF3F  
098 08 281000000000207F  
087 08 EA01000000001038  
077 08 3801B80BD007D407  
000 08 FF000000000000C0  
02F 08 C3200B5E0020FF3F  
0B1 08 8D0B800000FF4787  
0A3 08 4EA1000000000000  
2FB 08 5A1900A0072C54A0  
02F 08 D4210B5E0020FF3F  
098 08 771100000000207F  
087 08 AD02000000001038  
077 08 6B02B80BD007D407  
02F 08 9D220B5E0020FF3F  
096 08 61A3811680300000  
0B1 08 700D800000FF4787  
335 08 DC00FF3C01000000  
147 08 08003CFF004DF802  
098 08 751200000000207F  
094 08 CE0481152A838704  
0B3 08 C633000000070058  
122 08 76BE030A7E000040  
02F 08 0C240B5E0020FF3F  
096 08 CDA5811680300000  
0A1 08 2FA3000000000000  
337 04 D2000000          
02F 08 1B250B5E0020FF3F  
098 08 CC1300000000207F  
307 08 1F0000000F020000  
077 08 6004B80BD007D407  
1E9 08 000000007DFC0006  
31A 08 DFDC22CB03000000  
096 08 42A7811680300000  
0A1 08 73A4000000000000  
0A3 08 3BA4000000000000  
7E0 08 023E00FFFFFFFFFF  
098 08 711400000000207F  
087 08 FB05000000001038  
077 08 8D05B80BD007D407  
02F 08 01280B5E0020FF3F  
096 08 5CA9811680300000  
0B1 08 3C03800000FF4787  
0A3 08 1CA5000000000000  
137 08 E4FF279A01000000  
098 08 CD1500000000207F  
094 08 A8EA80152A838704  
087 08 BC06000000001038  
077 08 E606B80BD007D407  
02F 08 8B2A0B5E0020FF3F  
339 08 33009200C8000000  
0A1 08 6CA6000000000000  
0A3 08 95A6000000000000  
417 08 00000000FDFDFD00  
098 08 CF1600000000207F  
094 08 DAEC80162A838704  
03D 08 CF0900000000FFFF  
192 08 FFFF000000000000  
02F 08 1A2C0B5E0020FF3F  
096 08 49AD811680300000  
0A1 08 A1A7000000000000  
0A3 08 4AA7000000000000  
02F 08 082D0B5E0020FF3F  
098 08 761700000000207F  
087 08 1008000000001038  
122 08 76BE030A7E000040  
02F 08 D72E0B5E0020FF3F  
096 08 2AAF811680300000  
0B1 08 8409800000FF4787  
0A3 08 38A8000000000000  
2F7 08 2B5DEC0C32FFFFB3  
02F 08 262F0B5E0020FF3F  
098 08 9A1800000000207F  
469 08 0000000000000000  
077 08 CC09B80BD007D407  
02F 08 C3200B5E0020FF3F  
1E5 08 4001146400000000  
0B1 08 8D0B800000FF4787  
0A3 08 79A9000000000000  
401 08 2FA73AF3FF330300  
098 08 C51900000000207F  
094 08 D4F280162A838704  
0B3 08 EC3A000000070058  
151 08 0E14A19420804408  
02F 08 9D220B5E0020FF3F  
096 08 61A3811680300000  
0A1 08 4AAA000000000000  
46B 08 00083C28004E4C84  
02F 08 E3230B5EFF1FFF3F  
098 08 C71A00000000207F  
094 08 A6F480152A838704  
077 08 080BB80BD007D407  
000 08 FF000000000000C0  
02F 08 0C240B5E0020FF3F  
096 08 CDA5811680300000  
0A1 08 D1AB000000000000  
341 08 000001BE0F93007F  
02F 08 1B250B5E0020FF3F  
098 08 7E1B00000000207F  
087 08 010C000000001038  
077 08 010CB80BD007D407  
225 08 DC0B230000000000  
32E 08 FF3F000000000000  
30B 08 112C2A03020B1AFF  
0A3 08 7FAC000000000000  
4AE 08 1F3F000000000000  
098 08 C31C00000000207F  
14B 08 050062A08F1D0000  
087 08 D90D000000001038  
122 08 76BE030A7E000040  
02F 08 01280B5E0020FF3F  
096 08 DFA9811180300000  
0A1 08 1CAD000000000000  
0A3 08 46AD000000000000  
02F 08 54290B5E0020FF3F  
098 08 F71D00000000207F  
307 08 1F0000000F020000  
03D 08 0B0000000000FFFF  
187 08 FFFF000000000000  
02F 08 8B2A0B5E0020FF3F  
096 08 A4AB811180300000  
0A1 08 6BAE000000000000  
0A3 08 F4AE000000000000  
02F 08 7A2B0B5E0020FF3F  
098 08 861E00000000207F  
087 08 5A0F000000001038  
077 08 970FB80BD007D407  
2CF 08 0200BEFF0C65F7ED  
02F 08 1A2C0B5E0020FF3F  
0B1 08 BD07800000FF4787  
0A3 08 7DAF000000000000  
15A 08 51720000AAFF4100  
4C3 02 0700              
098 08 4C1F00000000207F  
087 08 3200000000001038  
077 08 9B00B80BD007D407  
02F 08 D72E0B5E0020FF3F  
339 08 33009200C8000000  
307 08 1F0000000F020000  
0A3 08 77A0000000000000  
417 08 00000000FDFDFD00  
098 08 281000000000207F  
094 08 230081162A838704  
0B3 08 5631000000070058  
2B9 08 3F0000FF4E810000  
4C6 08 0000000000000000  
096 08 71A1811680300000  
0A1 08 BAA1000000000000  
0A3 08 4EA1000000000000  
02F 08 D4210B5E0020FF3F  
098 08 771100000000207F  
094 08 400281152A838704  
077 08 6B02B80BD007D407  
122 08 76BE030A7E000040  
02F 08 9D220B5E0020FF3F  
096 08 E2A3811180300000  
0A1 08 90A2000000000000  
0A3 08 D2A2000000000000  
02F 08 8A230B5E0020FF3F  
098 08 751200000000207F  
087 08 7503000000001038  
077 08 5203B80BD007D407  
1E9 08 000000007DFC0006  
309 08 EC90639200000080  
0B1 08 090F800000FF4787  
0A3 08 75A3000000000000  
401 08 2FF83CF3FF330300  
098 08 CC1300000000207F  
2F0 08 EA0D01FFD66D0600  
087 08 2304000000001038  
077 08 6004B80BD007D407  
02F 08 C1260B5E0020FF3F  
096 08 42A7811680300000  
0A1 08 73A4000000000000  
46B 08 00083C28004E4C84  
137 08 E4FF279A01000000  
098 08 711400000000207F  
094 08 63E880142A838704  
03D 08 290700000000FFFF  
000 08 FF000000000000C0  
02F 08 01280B5E0020FF3F  
351 08 1090FC0F50151100  
0A1 08 E2A5000000000000  
33D 08 7107000000380010  
02F 08 54290B5E0020FF3F  
341 08 000001BE0F93297F  
087 08 BC06000000001038  
077 08 E606B80BD007D407  
192 08 FFFF000000000000  
02F 08 8B2A0B5E0020FF3F  
0B1 08 2705800000FF4787  
0A3 08 95A6000000000000  
147 08 00003CFF004DF802  
02F 08 7A2B0B5E0020FF3F  
098 08 CF1600000000207F  
087 08 6407000000001038  
122 08 76BE030A7E000040  
02F 08 1A2C0B5E0020FF3F  
096 08 CAAD811180300000  
1EE 08 00001F0000CCFF00  
0A3 08 4AA7000000000000  
02F 08 082D0B5E0020FF3F  
098 08 761700000000207F  
094 08 E7FE80162A838704  
087 08 1008000000001038  
141 08 C000300600000064  
02F 08 D72E0B5E0020FF3F  
096 08 2AAF811680300000  
379 07 FFFFFFFFFFFF0F    
0A3 08 38A8000000000000  
02F 08 262F0B5E0020FF3F  
098 08 9A1800000000207F  
14B 08 050062A08F1D0000  
077 08 CC09B80BD007D407  
2CF 08 0200BEFF0CBAF9ED  
02F 08 C3200B5E0020FF3F  
096 08 71A1811680300000  
353 08 380803FCE0E09900  
0A3 08 79A9000000000000  
02F 08 D4210B5E0020FF3F  
098 08 C51900000000207F  
087 08 8F0A000000001038  
077 08 6A0AB80BD007D407  
000 08 FF000000000000C0  
339 08 33009200C8000000  
307 08 1F0000000F020000  
0A3 08 6EAA000000000000  
417 08 00000000FDFDFD00  
098 08 C71A00000000207F  
14B 08 050062A08F1D0000  
357 08 70FF00FF00330000  
34B 02 0000              
02F 08 0C240B5E0020FF3F  
096 08 CDA5811680300000  
0A1 08 D1AB000000000000  
335 08 DC00FF3C01000000  
147 08 00003CFF004DF802  
098 08 7E1B00000000207F  
094 08 050681142A838704  
03D 08 CD0E00000000FFFF  
122 08 76BE030A7E000040  
02F 08 C1260B5E0020FF3F  
096 08 42A7811680300000  
49B 08 0700000000005500  
0A3 08 7FAC000000000000  
02F 08 D6270B5E
